52.166992,156.500977,52.166992,Isowrist
-26.083496,52.166992,-26.083496,Isowrist
104.333984,130.41748,104.333984,Isowrist
0,26.083496,0,Isowrist
52.166992,52.166992,52.166992,Isowrist
52.166992,26.083496,52.166992,Isowrist
52.166992,-52.166992,52.166992,Isowrist
26.083496,52.166992,26.083496,Isowrist
0,-52.166992,0,Isowrist
156.500977,-52.166992,156.500977,Isowrist
-26.083496,52.166992,-26.083496,Isowrist
156.500977,-78.250488,156.500977,Isowrist
104.333984,104.333984,104.333984,Isowrist
26.083496,0,26.083496,Isowrist
234.751465,104.333984,234.751465,Isowrist
156.500977,0,156.500977,Isowrist
104.333984,104.333984,104.333984,Isowrist
156.500977,130.41748,156.500977,Isowrist
130.41748,-78.250488,130.41748,Isowrist
156.500977,52.166992,156.500977,Isowrist
156.500977,-52.166992,156.500977,Isowrist
234.751465,-52.166992,234.751465,Isowrist
104.333984,-78.250488,104.333984,Isowrist
365.168945,156.500977,365.168945,Isowrist
52.166992,-365.168945,52.166992,Isowrist
260.834961,104.333984,260.834961,Isowrist
260.834961,26.083496,260.834961,Isowrist
234.751465,0,234.751465,Isowrist
182.584473,0,182.584473,Isowrist
286.918457,0,286.918457,Isowrist
234.751465,156.500977,234.751465,Isowrist
339.085449,-78.250488,339.085449,Isowrist
260.834961,104.333984,260.834961,Isowrist
130.41748,52.166992,130.41748,Isowrist
339.085449,-52.166992,339.085449,Isowrist
234.751465,26.083496,234.751465,Isowrist
286.918457,0,286.918457,Isowrist
260.834961,-52.166992,260.834961,Isowrist
286.918457,-130.41748,286.918457,Isowrist
156.500977,0,156.500977,Isowrist
417.335937,-52.166992,417.335937,Isowrist
156.500977,-52.166992,156.500977,Isowrist
313.001953,-182.584473,313.001953,Isowrist
182.584473,26.083496,182.584473,Isowrist
313.001953,26.083496,313.001953,Isowrist
313.001953,-130.41748,313.001953,Isowrist
234.751465,130.41748,234.751465,Isowrist
286.918457,0,286.918457,Isowrist
260.834961,52.166992,260.834961,Isowrist
234.751465,52.166992,234.751465,Isowrist
339.085449,26.083496,339.085449,Isowrist
234.751465,26.083496,234.751465,Isowrist
130.41748,0,130.41748,Isowrist
365.168945,104.333984,365.168945,Isowrist
130.41748,-52.166992,130.41748,Isowrist
260.834961,0,260.834961,Isowrist
260.834961,26.083496,260.834961,Isowrist
182.584473,-78.250488,182.584473,Isowrist
156.500977,26.083496,156.500977,Isowrist
104.333984,0,104.333984,Isowrist
365.168945,52.166992,365.168945,Isowrist
52.166992,0,52.166992,Isowrist
234.751465,52.166992,234.751465,Isowrist
156.500977,52.166992,156.500977,Isowrist
156.500977,104.333984,156.500977,Isowrist
156.500977,52.166992,156.500977,Isowrist
130.41748,52.166992,130.41748,Isowrist
182.584473,-52.166992,182.584473,Isowrist
78.250488,26.083496,78.250488,Isowrist
234.751465,0,234.751465,Isowrist
104.333984,-52.166992,104.333984,Isowrist
0,-78.250488,0,Isowrist
234.751465,26.083496,234.751465,Isowrist
104.333984,0,104.333984,Isowrist
78.250488,0,78.250488,Isowrist
234.751465,26.083496,234.751465,Isowrist
78.250488,26.083496,78.250488,Isowrist
104.333984,52.166992,104.333984,Isowrist
78.250488,26.083496,78.250488,Isowrist
130.41748,52.166992,130.41748,Isowrist
156.500977,104.333984,156.500977,Isowrist
130.41748,0,130.41748,Isowrist
78.250488,52.166992,78.250488,Isowrist
52.166992,-52.166992,52.166992,Isowrist
234.751465,52.166992,234.751465,Isowrist
0,-78.250488,0,Isowrist
0,-78.250488,0,Isowrist
104.333984,26.083496,104.333984,Isowrist
104.333984,-78.250488,104.333984,Isowrist
52.166992,-52.166992,52.166992,Isowrist
78.250488,-52.166992,78.250488,Isowrist
104.333984,0,104.333984,Isowrist
-26.083496,52.166992,-26.083496,Isowrist
104.333984,-52.166992,104.333984,Isowrist
26.083496,104.333984,26.083496,Isowrist
52.166992,26.083496,52.166992,Isowrist
0,0,0,Isowrist
104.333984,104.333984,104.333984,Isowrist
-52.166992,26.083496,-52.166992,Isowrist
52.166992,-130.41748,52.166992,Isowrist
52.166992,52.166992,52.166992,Isowrist
-78.250488,0,-78.250488,Isowrist
52.166992,-52.166992,52.166992,Isowrist
-52.166992,-78.250488,-52.166992,Isowrist
52.166992,0,52.166992,Isowrist
0,0,0,Isowrist
0,-78.250488,0,Isowrist
0,52.166992,0,Isowrist
52.166992,26.083496,52.166992,Isowrist
0,26.083496,0,Isowrist
-52.166992,704.254395,-52.166992,Isowrist
26.083496,260.834961,26.083496,Isowrist
-130.41748,-130.41748,-130.41748,Isowrist
-130.41748,-417.335937,-130.41748,Isowrist
0,-886.838867,0,Isowrist
104.333984,-912.922363,104.333984,Isowrist
339.085449,-286.918457,339.085449,Isowrist
391.252441,-104.333984,391.252441,Isowrist
521.669922,-52.166992,521.669922,Isowrist
417.335937,-156.500977,417.335937,Isowrist
443.419434,-130.41748,443.419434,Isowrist
